sensor_id,hourly_count,year,month,date,day,time,sensor_name
1,96,2019,May,1,Wednesday,0,Bourke Street Mall (North)
1,71,2019,May,1,Wednesday,1,Bourke Street Mall (North)
1,30,2019,May,1,Wednesday,2,Bourke Street Mall (North)
1,8,2019,May,1,Wednesday,3,Bourke Street Mall (North)
1,19,2019,May,1,Wednesday,4,Bourke Street Mall (North)
1,42,2019,May,1,Wednesday,5,Bourke Street Mall (North)
1,105,2019,May,1,Wednesday,6,Bourke Street Mall (North)
1,386,2019,May,1,Wednesday,7,Bourke Street Mall (North)
1,1014,2019,May,1,Wednesday,8,Bourke Street Mall (North)
1,1084,2019,May,1,Wednesday,9,Bourke Street Mall (North)
1,1493,2019,May,1,Wednesday,10,Bourke Street Mall (North)
1,2009,2019,May,1,Wednesday,11,Bourke Street Mall (North)
1,3469,2019,May,1,Wednesday,12,Bourke Street Mall (North)
1,3590,2019,May,1,Wednesday,13,Bourke Street Mall (North)
1,2895,2019,May,1,Wednesday,14,Bourke Street Mall (North)
1,2947,2019,May,1,Wednesday,15,Bourke Street Mall (North)
1,2948,2019,May,1,Wednesday,16,Bourke Street Mall (North)
1,3693,2019,May,1,Wednesday,17,Bourke Street Mall (North)
1,2819,2019,May,1,Wednesday,18,Bourke Street Mall (North)
1,1936,2019,May,1,Wednesday,19,Bourke Street Mall (North)
1,1254,2019,May,1,Wednesday,20,Bourke Street Mall (North)
1,727,2019,May,1,Wednesday,21,Bourke Street Mall (North)
1,403,2019,May,1,Wednesday,22,Bourke Street Mall (North)
1,197,2019,May,1,Wednesday,23,Bourke Street Mall (North)
1,100,2019,May,2,Thursday,0,Bourke Street Mall (North)
1,54,2019,May,2,Thursday,1,Bourke Street Mall (North)
1,19,2019,May,2,Thursday,2,Bourke Street Mall (North)
1,12,2019,May,2,Thursday,3,Bourke Street Mall (North)
1,14,2019,May,2,Thursday,4,Bourke Street Mall (North)
1,44,2019,May,2,Thursday,5,Bourke Street Mall (North)
1,117,2019,May,2,Thursday,6,Bourke Street Mall (North)
1,417,2019,May,2,Thursday,7,Bourke Street Mall (North)
1,1002,2019,May,2,Thursday,8,Bourke Street Mall (North)
1,1007,2019,May,2,Thursday,9,Bourke Street Mall (North)
1,1331,2019,May,2,Thursday,10,Bourke Street Mall (North)
1,1965,2019,May,2,Thursday,11,Bourke Street Mall (North)
1,3187,2019,May,2,Thursday,12,Bourke Street Mall (North)
1,3507,2019,May,2,Thursday,13,Bourke Street Mall (North)
1,2916,2019,May,2,Thursday,14,Bourke Street Mall (North)
1,2765,2019,May,2,Thursday,15,Bourke Street Mall (North)
1,2767,2019,May,2,Thursday,16,Bourke Street Mall (North)
1,3516,2019,May,2,Thursday,17,Bourke Street Mall (North)
1,2883,2019,May,2,Thursday,18,Bourke Street Mall (North)
1,1892,2019,May,2,Thursday,19,Bourke Street Mall (North)
1,1313,2019,May,2,Thursday,20,Bourke Street Mall (North)
1,750,2019,May,2,Thursday,21,Bourke Street Mall (North)
1,392,2019,May,2,Thursday,22,Bourke Street Mall (North)
1,185,2019,May,2,Thursday,23,Bourke Street Mall (North)
1,129,2019,May,3,Friday,0,Bourke Street Mall (North)
1,85,2019,May,3,Friday,1,Bourke Street Mall (North)
1,37,2019,May,3,Friday,2,Bourke Street Mall (North)
1,30,2019,May,3,Friday,3,Bourke Street Mall (North)
1,38,2019,May,3,Friday,4,Bourke Street Mall (North)
1,31,2019,May,3,Friday,5,Bourke Street Mall (North)
1,126,2019,May,3,Friday,6,Bourke Street Mall (North)
1,415,2019,May,3,Friday,7,Bourke Street Mall (North)
1,1004,2019,May,3,Friday,8,Bourke Street Mall (North)
1,1143,2019,May,3,Friday,9,Bourke Street Mall (North)
1,1595,2019,May,3,Friday,10,Bourke Street Mall (North)
1,2420,2019,May,3,Friday,11,Bourke Street Mall (North)
1,3628,2019,May,3,Friday,12,Bourke Street Mall (North)
1,4099,2019,May,3,Friday,13,Bourke Street Mall (North)
1,3448,2019,May,3,Friday,14,Bourke Street Mall (North)
1,3300,2019,May,3,Friday,15,Bourke Street Mall (North)
1,3417,2019,May,3,Friday,16,Bourke Street Mall (North)
1,4344,2019,May,3,Friday,17,Bourke Street Mall (North)
1,3589,2019,May,3,Friday,18,Bourke Street Mall (North)
1,2799,2019,May,3,Friday,19,Bourke Street Mall (North)
1,1995,2019,May,3,Friday,20,Bourke Street Mall (North)
1,1053,2019,May,3,Friday,21,Bourke Street Mall (North)
1,831,2019,May,3,Friday,22,Bourke Street Mall (North)
1,533,2019,May,3,Friday,23,Bourke Street Mall (North)
1,316,2019,May,4,Saturday,0,Bourke Street Mall (North)
1,192,2019,May,4,Saturday,1,Bourke Street Mall (North)
1,102,2019,May,4,Saturday,2,Bourke Street Mall (North)
1,71,2019,May,4,Saturday,3,Bourke Street Mall (North)
1,65,2019,May,4,Saturday,4,Bourke Street Mall (North)
1,37,2019,May,4,Saturday,5,Bourke Street Mall (North)
1,49,2019,May,4,Saturday,6,Bourke Street Mall (North)
1,112,2019,May,4,Saturday,7,Bourke Street Mall (North)
1,335,2019,May,4,Saturday,8,Bourke Street Mall (North)
1,833,2019,May,4,Saturday,9,Bourke Street Mall (North)
1,1613,2019,May,4,Saturday,10,Bourke Street Mall (North)
1,2397,2019,May,4,Saturday,11,Bourke Street Mall (North)
1,2971,2019,May,4,Saturday,12,Bourke Street Mall (North)
1,3265,2019,May,4,Saturday,13,Bourke Street Mall (North)
1,3696,2019,May,4,Saturday,14,Bourke Street Mall (North)
1,3779,2019,May,4,Saturday,15,Bourke Street Mall (North)
1,3554,2019,May,4,Saturday,16,Bourke Street Mall (North)
1,3355,2019,May,4,Saturday,17,Bourke Street Mall (North)
1,2428,2019,May,4,Saturday,18,Bourke Street Mall (North)
1,1658,2019,May,4,Saturday,19,Bourke Street Mall (North)
1,958,2019,May,4,Saturday,20,Bourke Street Mall (North)
1,656,2019,May,4,Saturday,21,Bourke Street Mall (North)
1,711,2019,May,4,Saturday,22,Bourke Street Mall (North)
1,415,2019,May,4,Saturday,23,Bourke Street Mall (North)
1,238,2019,May,5,Sunday,0,Bourke Street Mall (North)
1,149,2019,May,5,Sunday,1,Bourke Street Mall (North)
1,123,2019,May,5,Sunday,2,Bourke Street Mall (North)
1,92,2019,May,5,Sunday,3,Bourke Street Mall (North)
1,36,2019,May,5,Sunday,4,Bourke Street Mall (North)
1,42,2019,May,5,Sunday,5,Bourke Street Mall (North)
1,23,2019,May,5,Sunday,6,Bourke Street Mall (North)
1,81,2019,May,5,Sunday,7,Bourke Street Mall (North)
1,258,2019,May,5,Sunday,8,Bourke Street Mall (North)
1,584,2019,May,5,Sunday,9,Bourke Street Mall (North)
1,1357,2019,May,5,Sunday,10,Bourke Street Mall (North)
1,2092,2019,May,5,Sunday,11,Bourke Street Mall (North)
1,2997,2019,May,5,Sunday,12,Bourke Street Mall (North)
1,3167,2019,May,5,Sunday,13,Bourke Street Mall (North)
1,3280,2019,May,5,Sunday,14,Bourke Street Mall (North)
1,3442,2019,May,5,Sunday,15,Bourke Street Mall (North)
1,3211,2019,May,5,Sunday,16,Bourke Street Mall (North)
1,2847,2019,May,5,Sunday,17,Bourke Street Mall (North)
1,2136,2019,May,5,Sunday,18,Bourke Street Mall (North)
1,1154,2019,May,5,Sunday,19,Bourke Street Mall (North)
1,637,2019,May,5,Sunday,20,Bourke Street Mall (North)
1,376,2019,May,5,Sunday,21,Bourke Street Mall (North)
1,255,2019,May,5,Sunday,22,Bourke Street Mall (North)
1,119,2019,May,5,Sunday,23,Bourke Street Mall (North)
1,76,2019,May,6,Monday,0,Bourke Street Mall (North)
1,40,2019,May,6,Monday,1,Bourke Street Mall (North)
1,12,2019,May,6,Monday,2,Bourke Street Mall (North)
1,17,2019,May,6,Monday,3,Bourke Street Mall (North)
1,12,2019,May,6,Monday,4,Bourke Street Mall (North)
1,27,2019,May,6,Monday,5,Bourke Street Mall (North)
1,136,2019,May,6,Monday,6,Bourke Street Mall (North)
1,414,2019,May,6,Monday,7,Bourke Street Mall (North)
1,929,2019,May,6,Monday,8,Bourke Street Mall (North)
1,990,2019,May,6,Monday,9,Bourke Street Mall (North)
1,1294,2019,May,6,Monday,10,Bourke Street Mall (North)
1,1912,2019,May,6,Monday,11,Bourke Street Mall (North)
1,3129,2019,May,6,Monday,12,Bourke Street Mall (North)
1,3493,2019,May,6,Monday,13,Bourke Street Mall (North)
1,2900,2019,May,6,Monday,14,Bourke Street Mall (North)
1,2799,2019,May,6,Monday,15,Bourke Street Mall (North)
1,2801,2019,May,6,Monday,16,Bourke Street Mall (North)
1,3038,2019,May,6,Monday,17,Bourke Street Mall (North)
1,2287,2019,May,6,Monday,18,Bourke Street Mall (North)
1,1152,2019,May,6,Monday,19,Bourke Street Mall (North)
1,713,2019,May,6,Monday,20,Bourke Street Mall (North)
1,458,2019,May,6,Monday,21,Bourke Street Mall (North)
1,201,2019,May,6,Monday,22,Bourke Street Mall (North)
1,99,2019,May,6,Monday,23,Bourke Street Mall (North)
1,60,2019,May,7,Tuesday,0,Bourke Street Mall (North)
1,33,2019,May,7,Tuesday,1,Bourke Street Mall (North)
1,27,2019,May,7,Tuesday,2,Bourke Street Mall (North)
1,16,2019,May,7,Tuesday,3,Bourke Street Mall (North)
1,10,2019,May,7,Tuesday,4,Bourke Street Mall (North)
1,30,2019,May,7,Tuesday,5,Bourke Street Mall (North)
1,105,2019,May,7,Tuesday,6,Bourke Street Mall (North)
1,419,2019,May,7,Tuesday,7,Bourke Street Mall (North)
1,1035,2019,May,7,Tuesday,8,Bourke Street Mall (North)
1,997,2019,May,7,Tuesday,9,Bourke Street Mall (North)
1,1447,2019,May,7,Tuesday,10,Bourke Street Mall (North)
1,2021,2019,May,7,Tuesday,11,Bourke Street Mall (North)
1,3361,2019,May,7,Tuesday,12,Bourke Street Mall (North)
1,3733,2019,May,7,Tuesday,13,Bourke Street Mall (North)
1,3012,2019,May,7,Tuesday,14,Bourke Street Mall (North)
1,2931,2019,May,7,Tuesday,15,Bourke Street Mall (North)
1,2869,2019,May,7,Tuesday,16,Bourke Street Mall (North)
1,3305,2019,May,7,Tuesday,17,Bourke Street Mall (North)
1,2347,2019,May,7,Tuesday,18,Bourke Street Mall (North)
1,1429,2019,May,7,Tuesday,19,Bourke Street Mall (North)
1,683,2019,May,7,Tuesday,20,Bourke Street Mall (North)
1,425,2019,May,7,Tuesday,21,Bourke Street Mall (North)
1,210,2019,May,7,Tuesday,22,Bourke Street Mall (North)
1,117,2019,May,7,Tuesday,23,Bourke Street Mall (North)
1,59,2019,May,8,Wednesday,0,Bourke Street Mall (North)
1,37,2019,May,8,Wednesday,1,Bourke Street Mall (North)
1,26,2019,May,8,Wednesday,2,Bourke Street Mall (North)
1,17,2019,May,8,Wednesday,3,Bourke Street Mall (North)
1,18,2019,May,8,Wednesday,4,Bourke Street Mall (North)
1,41,2019,May,8,Wednesday,5,Bourke Street Mall (North)
1,126,2019,May,8,Wednesday,6,Bourke Street Mall (North)
1,360,2019,May,8,Wednesday,7,Bourke Street Mall (North)
1,1008,2019,May,8,Wednesday,8,Bourke Street Mall (North)
1,1049,2019,May,8,Wednesday,9,Bourke Street Mall (North)
1,1366,2019,May,8,Wednesday,10,Bourke Street Mall (North)
1,1922,2019,May,8,Wednesday,11,Bourke Street Mall (North)
1,3181,2019,May,8,Wednesday,12,Bourke Street Mall (North)
1,3473,2019,May,8,Wednesday,13,Bourke Street Mall (North)
1,2754,2019,May,8,Wednesday,14,Bourke Street Mall (North)
1,2770,2019,May,8,Wednesday,15,Bourke Street Mall (North)
1,2852,2019,May,8,Wednesday,16,Bourke Street Mall (North)
1,3383,2019,May,8,Wednesday,17,Bourke Street Mall (North)
1,2514,2019,May,8,Wednesday,18,Bourke Street Mall (North)
1,1440,2019,May,8,Wednesday,19,Bourke Street Mall (North)
1,714,2019,May,8,Wednesday,20,Bourke Street Mall (North)
1,501,2019,May,8,Wednesday,21,Bourke Street Mall (North)
1,308,2019,May,8,Wednesday,22,Bourke Street Mall (North)
1,151,2019,May,8,Wednesday,23,Bourke Street Mall (North)
1,69,2019,May,9,Thursday,0,Bourke Street Mall (North)
1,49,2019,May,9,Thursday,1,Bourke Street Mall (North)
1,28,2019,May,9,Thursday,2,Bourke Street Mall (North)
1,7,2019,May,9,Thursday,3,Bourke Street Mall (North)
1,11,2019,May,9,Thursday,4,Bourke Street Mall (North)
1,30,2019,May,9,Thursday,5,Bourke Street Mall (North)
1,131,2019,May,9,Thursday,6,Bourke Street Mall (North)
1,402,2019,May,9,Thursday,7,Bourke Street Mall (North)
1,950,2019,May,9,Thursday,8,Bourke Street Mall (North)
1,1056,2019,May,9,Thursday,9,Bourke Street Mall (North)
1,1470,2019,May,9,Thursday,10,Bourke Street Mall (North)
1,1899,2019,May,9,Thursday,11,Bourke Street Mall (North)
1,3293,2019,May,9,Thursday,12,Bourke Street Mall (North)
1,3647,2019,May,9,Thursday,13,Bourke Street Mall (North)
1,2882,2019,May,9,Thursday,14,Bourke Street Mall (North)
1,2789,2019,May,9,Thursday,15,Bourke Street Mall (North)
1,2924,2019,May,9,Thursday,16,Bourke Street Mall (North)
1,3475,2019,May,9,Thursday,17,Bourke Street Mall (North)
1,2882,2019,May,9,Thursday,18,Bourke Street Mall (North)
1,2033,2019,May,9,Thursday,19,Bourke Street Mall (North)
1,1454,2019,May,9,Thursday,20,Bourke Street Mall (North)
1,753,2019,May,9,Thursday,21,Bourke Street Mall (North)
1,391,2019,May,9,Thursday,22,Bourke Street Mall (North)
1,127,2019,May,9,Thursday,23,Bourke Street Mall (North)
1,151,2019,May,10,Friday,0,Bourke Street Mall (North)
1,49,2019,May,10,Friday,1,Bourke Street Mall (North)
1,25,2019,May,10,Friday,2,Bourke Street Mall (North)
1,24,2019,May,10,Friday,3,Bourke Street Mall (North)
1,15,2019,May,10,Friday,4,Bourke Street Mall (North)
1,18,2019,May,10,Friday,5,Bourke Street Mall (North)
1,116,2019,May,10,Friday,6,Bourke Street Mall (North)
1,358,2019,May,10,Friday,7,Bourke Street Mall (North)
1,946,2019,May,10,Friday,8,Bourke Street Mall (North)
1,1041,2019,May,10,Friday,9,Bourke Street Mall (North)
1,1372,2019,May,10,Friday,10,Bourke Street Mall (North)
1,1905,2019,May,10,Friday,11,Bourke Street Mall (North)
1,2434,2019,May,10,Friday,12,Bourke Street Mall (North)
1,2729,2019,May,10,Friday,13,Bourke Street Mall (North)
1,2654,2019,May,10,Friday,14,Bourke Street Mall (North)
1,2887,2019,May,10,Friday,15,Bourke Street Mall (North)
1,2942,2019,May,10,Friday,16,Bourke Street Mall (North)
1,3753,2019,May,10,Friday,17,Bourke Street Mall (North)
1,3022,2019,May,10,Friday,18,Bourke Street Mall (North)
1,2150,2019,May,10,Friday,19,Bourke Street Mall (North)
1,1591,2019,May,10,Friday,20,Bourke Street Mall (North)
