Sensor ID,Date,Time,Hourly counts (2019),Hourly counts (2020),Day (2019),Day (2020),Month,Sensor name
1,1,0,96,9,Wednesday,Friday,May,Bourke Street Mall (North)
1,1,1,71,2,Wednesday,Friday,May,Bourke Street Mall (North)
1,1,2,30,2,Wednesday,Friday,May,Bourke Street Mall (North)
1,1,3,8,5,Wednesday,Friday,May,Bourke Street Mall (North)
1,1,4,19,4,Wednesday,Friday,May,Bourke Street Mall (North)
1,1,5,42,12,Wednesday,Friday,May,Bourke Street Mall (North)
1,1,6,105,47,Wednesday,Friday,May,Bourke Street Mall (North)
1,1,7,386,56,Wednesday,Friday,May,Bourke Street Mall (North)
1,1,8,1014,139,Wednesday,Friday,May,Bourke Street Mall (North)
1,1,9,1084,243,Wednesday,Friday,May,Bourke Street Mall (North)
1,1,10,1493,263,Wednesday,Friday,May,Bourke Street Mall (North)
1,1,11,2009,311,Wednesday,Friday,May,Bourke Street Mall (North)
1,1,12,3469,413,Wednesday,Friday,May,Bourke Street Mall (North)
1,1,13,3590,490,Wednesday,Friday,May,Bourke Street Mall (North)
1,1,14,2895,542,Wednesday,Friday,May,Bourke Street Mall (North)
1,1,15,2947,612,Wednesday,Friday,May,Bourke Street Mall (North)
1,1,16,2948,543,Wednesday,Friday,May,Bourke Street Mall (North)
1,1,17,3693,439,Wednesday,Friday,May,Bourke Street Mall (North)
1,1,18,2819,271,Wednesday,Friday,May,Bourke Street Mall (North)
1,1,19,1936,188,Wednesday,Friday,May,Bourke Street Mall (North)
1,1,20,1254,69,Wednesday,Friday,May,Bourke Street Mall (North)
1,1,21,727,45,Wednesday,Friday,May,Bourke Street Mall (North)
1,1,22,403,36,Wednesday,Friday,May,Bourke Street Mall (North)
1,1,23,197,17,Wednesday,Friday,May,Bourke Street Mall (North)
1,2,0,100,28,Thursday,Saturday,May,Bourke Street Mall (North)
1,2,1,54,16,Thursday,Saturday,May,Bourke Street Mall (North)
1,2,2,19,13,Thursday,Saturday,May,Bourke Street Mall (North)
1,2,3,12,11,Thursday,Saturday,May,Bourke Street Mall (North)
1,2,4,14,12,Thursday,Saturday,May,Bourke Street Mall (North)
1,2,5,44,16,Thursday,Saturday,May,Bourke Street Mall (North)
1,2,6,117,29,Thursday,Saturday,May,Bourke Street Mall (North)
1,2,7,417,37,Thursday,Saturday,May,Bourke Street Mall (North)
1,2,8,1002,101,Thursday,Saturday,May,Bourke Street Mall (North)
1,2,9,1007,161,Thursday,Saturday,May,Bourke Street Mall (North)
1,2,10,1331,298,Thursday,Saturday,May,Bourke Street Mall (North)
1,2,11,1965,465,Thursday,Saturday,May,Bourke Street Mall (North)
1,2,12,3187,681,Thursday,Saturday,May,Bourke Street Mall (North)
1,2,13,3507,727,Thursday,Saturday,May,Bourke Street Mall (North)
1,2,14,2916,852,Thursday,Saturday,May,Bourke Street Mall (North)
1,2,15,2765,697,Thursday,Saturday,May,Bourke Street Mall (North)
1,2,16,2767,593,Thursday,Saturday,May,Bourke Street Mall (North)
1,2,17,3516,441,Thursday,Saturday,May,Bourke Street Mall (North)
1,2,18,2883,195,Thursday,Saturday,May,Bourke Street Mall (North)
1,2,19,1892,111,Thursday,Saturday,May,Bourke Street Mall (North)
1,2,20,1313,60,Thursday,Saturday,May,Bourke Street Mall (North)
1,2,21,750,41,Thursday,Saturday,May,Bourke Street Mall (North)
1,2,22,392,39,Thursday,Saturday,May,Bourke Street Mall (North)
1,2,23,185,24,Thursday,Saturday,May,Bourke Street Mall (North)
1,3,0,129,17,Friday,Sunday,May,Bourke Street Mall (North)
1,3,1,85,28,Friday,Sunday,May,Bourke Street Mall (North)
1,3,2,37,12,Friday,Sunday,May,Bourke Street Mall (North)
1,3,3,30,8,Friday,Sunday,May,Bourke Street Mall (North)
1,3,4,38,12,Friday,Sunday,May,Bourke Street Mall (North)
1,3,5,31,6,Friday,Sunday,May,Bourke Street Mall (North)
1,3,6,126,18,Friday,Sunday,May,Bourke Street Mall (North)
1,3,7,415,14,Friday,Sunday,May,Bourke Street Mall (North)
1,3,8,1004,54,Friday,Sunday,May,Bourke Street Mall (North)
1,3,9,1143,148,Friday,Sunday,May,Bourke Street Mall (North)
1,3,10,1595,225,Friday,Sunday,May,Bourke Street Mall (North)
1,3,11,2420,426,Friday,Sunday,May,Bourke Street Mall (North)
1,3,12,3628,583,Friday,Sunday,May,Bourke Street Mall (North)
1,3,13,4099,732,Friday,Sunday,May,Bourke Street Mall (North)
1,3,14,3448,781,Friday,Sunday,May,Bourke Street Mall (North)
1,3,15,3300,731,Friday,Sunday,May,Bourke Street Mall (North)
1,3,16,3417,702,Friday,Sunday,May,Bourke Street Mall (North)
1,3,17,4344,435,Friday,Sunday,May,Bourke Street Mall (North)
1,3,18,3589,171,Friday,Sunday,May,Bourke Street Mall (North)
1,3,19,2799,140,Friday,Sunday,May,Bourke Street Mall (North)
1,3,20,1995,71,Friday,Sunday,May,Bourke Street Mall (North)
1,3,21,1053,36,Friday,Sunday,May,Bourke Street Mall (North)
1,3,22,831,50,Friday,Sunday,May,Bourke Street Mall (North)
1,3,23,533,28,Friday,Sunday,May,Bourke Street Mall (North)
1,4,0,316,20,Saturday,Monday,May,Bourke Street Mall (North)
1,4,1,192,16,Saturday,Monday,May,Bourke Street Mall (North)
1,4,2,102,2,Saturday,Monday,May,Bourke Street Mall (North)
1,4,3,71,5,Saturday,Monday,May,Bourke Street Mall (North)
1,4,4,65,5,Saturday,Monday,May,Bourke Street Mall (North)
1,4,5,37,8,Saturday,Monday,May,Bourke Street Mall (North)
1,4,6,49,51,Saturday,Monday,May,Bourke Street Mall (North)
1,4,7,112,104,Saturday,Monday,May,Bourke Street Mall (North)
1,4,8,335,167,Saturday,Monday,May,Bourke Street Mall (North)
1,4,9,833,242,Saturday,Monday,May,Bourke Street Mall (North)
1,4,10,1613,277,Saturday,Monday,May,Bourke Street Mall (North)
1,4,11,2397,412,Saturday,Monday,May,Bourke Street Mall (North)
1,4,12,2971,545,Saturday,Monday,May,Bourke Street Mall (North)
1,4,13,3265,621,Saturday,Monday,May,Bourke Street Mall (North)
1,4,14,3696,611,Saturday,Monday,May,Bourke Street Mall (North)
1,4,15,3779,629,Saturday,Monday,May,Bourke Street Mall (North)
1,4,16,3554,599,Saturday,Monday,May,Bourke Street Mall (North)
1,4,17,3355,498,Saturday,Monday,May,Bourke Street Mall (North)
1,4,18,2428,278,Saturday,Monday,May,Bourke Street Mall (North)
1,4,19,1658,153,Saturday,Monday,May,Bourke Street Mall (North)
1,4,20,958,84,Saturday,Monday,May,Bourke Street Mall (North)
1,4,21,656,38,Saturday,Monday,May,Bourke Street Mall (North)
1,4,22,711,35,Saturday,Monday,May,Bourke Street Mall (North)
1,4,23,415,35,Saturday,Monday,May,Bourke Street Mall (North)
1,5,0,238,13,Sunday,Tuesday,May,Bourke Street Mall (North)
1,5,1,149,15,Sunday,Tuesday,May,Bourke Street Mall (North)
1,5,2,123,15,Sunday,Tuesday,May,Bourke Street Mall (North)
1,5,3,92,14,Sunday,Tuesday,May,Bourke Street Mall (North)
1,5,4,36,11,Sunday,Tuesday,May,Bourke Street Mall (North)
1,5,5,42,6,Sunday,Tuesday,May,Bourke Street Mall (North)
1,5,6,23,71,Sunday,Tuesday,May,Bourke Street Mall (North)
1,5,7,81,81,Sunday,Tuesday,May,Bourke Street Mall (North)
1,5,8,258,152,Sunday,Tuesday,May,Bourke Street Mall (North)
1,5,9,584,241,Sunday,Tuesday,May,Bourke Street Mall (North)
1,5,10,1357,352,Sunday,Tuesday,May,Bourke Street Mall (North)
1,5,11,2092,460,Sunday,Tuesday,May,Bourke Street Mall (North)
1,5,12,2997,700,Sunday,Tuesday,May,Bourke Street Mall (North)
1,5,13,3167,773,Sunday,Tuesday,May,Bourke Street Mall (North)
1,5,14,3280,764,Sunday,Tuesday,May,Bourke Street Mall (North)
1,5,15,3442,757,Sunday,Tuesday,May,Bourke Street Mall (North)
1,5,16,3211,781,Sunday,Tuesday,May,Bourke Street Mall (North)
1,5,17,2847,703,Sunday,Tuesday,May,Bourke Street Mall (North)
1,5,18,2136,358,Sunday,Tuesday,May,Bourke Street Mall (North)
1,5,19,1154,162,Sunday,Tuesday,May,Bourke Street Mall (North)
1,5,20,637,78,Sunday,Tuesday,May,Bourke Street Mall (North)
1,5,21,376,53,Sunday,Tuesday,May,Bourke Street Mall (North)
1,5,22,255,51,Sunday,Tuesday,May,Bourke Street Mall (North)
1,5,23,119,34,Sunday,Tuesday,May,Bourke Street Mall (North)
1,6,0,76,20,Monday,Wednesday,May,Bourke Street Mall (North)
1,6,1,40,14,Monday,Wednesday,May,Bourke Street Mall (North)
1,6,2,12,12,Monday,Wednesday,May,Bourke Street Mall (North)
1,6,3,17,3,Monday,Wednesday,May,Bourke Street Mall (North)
1,6,4,12,6,Monday,Wednesday,May,Bourke Street Mall (North)
1,6,5,27,23,Monday,Wednesday,May,Bourke Street Mall (North)
1,6,6,136,53,Monday,Wednesday,May,Bourke Street Mall (North)
1,6,7,414,83,Monday,Wednesday,May,Bourke Street Mall (North)
1,6,8,929,185,Monday,Wednesday,May,Bourke Street Mall (North)
1,6,9,990,258,Monday,Wednesday,May,Bourke Street Mall (North)
1,6,10,1294,361,Monday,Wednesday,May,Bourke Street Mall (North)
1,6,11,1912,463,Monday,Wednesday,May,Bourke Street Mall (North)
1,6,12,3129,656,Monday,Wednesday,May,Bourke Street Mall (North)
1,6,13,3493,751,Monday,Wednesday,May,Bourke Street Mall (North)
1,6,14,2900,673,Monday,Wednesday,May,Bourke Street Mall (North)
1,6,15,2799,713,Monday,Wednesday,May,Bourke Street Mall (North)
1,6,16,2801,657,Monday,Wednesday,May,Bourke Street Mall (North)
1,6,17,3038,632,Monday,Wednesday,May,Bourke Street Mall (North)
1,6,18,2287,305,Monday,Wednesday,May,Bourke Street Mall (North)
1,6,19,1152,198,Monday,Wednesday,May,Bourke Street Mall (North)
1,6,20,713,99,Monday,Wednesday,May,Bourke Street Mall (North)
1,6,21,458,58,Monday,Wednesday,May,Bourke Street Mall (North)
1,6,22,201,51,Monday,Wednesday,May,Bourke Street Mall (North)
1,6,23,99,36,Monday,Wednesday,May,Bourke Street Mall (North)
1,7,0,60,16,Tuesday,Thursday,May,Bourke Street Mall (North)
1,7,1,33,19,Tuesday,Thursday,May,Bourke Street Mall (North)
1,7,2,27,6,Tuesday,Thursday,May,Bourke Street Mall (North)
1,7,3,16,5,Tuesday,Thursday,May,Bourke Street Mall (North)
1,7,4,10,12,Tuesday,Thursday,May,Bourke Street Mall (North)
1,7,5,30,20,Tuesday,Thursday,May,Bourke Street Mall (North)
1,7,6,105,67,Tuesday,Thursday,May,Bourke Street Mall (North)
1,7,7,419,84,Tuesday,Thursday,May,Bourke Street Mall (North)
1,7,8,1035,157,Tuesday,Thursday,May,Bourke Street Mall (North)
1,7,9,997,236,Tuesday,Thursday,May,Bourke Street Mall (North)
1,7,10,1447,322,Tuesday,Thursday,May,Bourke Street Mall (North)
1,7,11,2021,427,Tuesday,Thursday,May,Bourke Street Mall (North)
1,7,12,3361,673,Tuesday,Thursday,May,Bourke Street Mall (North)
1,7,13,3733,786,Tuesday,Thursday,May,Bourke Street Mall (North)
1,7,14,3012,691,Tuesday,Thursday,May,Bourke Street Mall (North)
1,7,15,2931,736,Tuesday,Thursday,May,Bourke Street Mall (North)
1,7,16,2869,635,Tuesday,Thursday,May,Bourke Street Mall (North)
1,7,17,3305,636,Tuesday,Thursday,May,Bourke Street Mall (North)
1,7,18,2347,361,Tuesday,Thursday,May,Bourke Street Mall (North)
1,7,19,1429,205,Tuesday,Thursday,May,Bourke Street Mall (North)
1,7,20,683,138,Tuesday,Thursday,May,Bourke Street Mall (North)
1,7,21,425,75,Tuesday,Thursday,May,Bourke Street Mall (North)
1,7,22,210,40,Tuesday,Thursday,May,Bourke Street Mall (North)
1,7,23,117,30,Tuesday,Thursday,May,Bourke Street Mall (North)
1,8,0,59,23,Wednesday,Friday,May,Bourke Street Mall (North)
1,8,1,37,25,Wednesday,Friday,May,Bourke Street Mall (North)
1,8,2,26,16,Wednesday,Friday,May,Bourke Street Mall (North)
1,8,3,17,7,Wednesday,Friday,May,Bourke Street Mall (North)
1,8,4,18,4,Wednesday,Friday,May,Bourke Street Mall (North)
1,8,5,41,19,Wednesday,Friday,May,Bourke Street Mall (North)
1,8,6,126,50,Wednesday,Friday,May,Bourke Street Mall (North)
1,8,7,360,85,Wednesday,Friday,May,Bourke Street Mall (North)
1,8,8,1008,181,Wednesday,Friday,May,Bourke Street Mall (North)
1,8,9,1049,286,Wednesday,Friday,May,Bourke Street Mall (North)
1,8,10,1366,452,Wednesday,Friday,May,Bourke Street Mall (North)
1,8,11,1922,565,Wednesday,Friday,May,Bourke Street Mall (North)
1,8,12,3181,739,Wednesday,Friday,May,Bourke Street Mall (North)
1,8,13,3473,845,Wednesday,Friday,May,Bourke Street Mall (North)
1,8,14,2754,902,Wednesday,Friday,May,Bourke Street Mall (North)
1,8,15,2770,851,Wednesday,Friday,May,Bourke Street Mall (North)
1,8,16,2852,874,Wednesday,Friday,May,Bourke Street Mall (North)
1,8,17,3383,790,Wednesday,Friday,May,Bourke Street Mall (North)
1,8,18,2514,489,Wednesday,Friday,May,Bourke Street Mall (North)
1,8,19,1440,201,Wednesday,Friday,May,Bourke Street Mall (North)
1,8,20,714,128,Wednesday,Friday,May,Bourke Street Mall (North)
1,8,21,501,96,Wednesday,Friday,May,Bourke Street Mall (North)
1,8,22,308,58,Wednesday,Friday,May,Bourke Street Mall (North)
1,8,23,151,39,Wednesday,Friday,May,Bourke Street Mall (North)
1,9,0,69,29,Thursday,Saturday,May,Bourke Street Mall (North)
1,9,1,49,16,Thursday,Saturday,May,Bourke Street Mall (North)
1,9,2,28,3,Thursday,Saturday,May,Bourke Street Mall (North)
1,9,3,7,6,Thursday,Saturday,May,Bourke Street Mall (North)
1,9,4,11,2,Thursday,Saturday,May,Bourke Street Mall (North)
1,9,5,30,11,Thursday,Saturday,May,Bourke Street Mall (North)
1,9,6,131,11,Thursday,Saturday,May,Bourke Street Mall (North)
1,9,7,402,35,Thursday,Saturday,May,Bourke Street Mall (North)
1,9,8,950,105,Thursday,Saturday,May,Bourke Street Mall (North)
1,9,9,1056,135,Thursday,Saturday,May,Bourke Street Mall (North)
1,9,10,1470,255,Thursday,Saturday,May,Bourke Street Mall (North)
1,9,11,1899,453,Thursday,Saturday,May,Bourke Street Mall (North)
1,9,12,3293,561,Thursday,Saturday,May,Bourke Street Mall (North)
1,9,13,3647,758,Thursday,Saturday,May,Bourke Street Mall (North)
1,9,14,2882,810,Thursday,Saturday,May,Bourke Street Mall (North)
1,9,15,2789,872,Thursday,Saturday,May,Bourke Street Mall (North)
1,9,16,2924,765,Thursday,Saturday,May,Bourke Street Mall (North)
1,9,17,3475,598,Thursday,Saturday,May,Bourke Street Mall (North)
1,9,18,2882,258,Thursday,Saturday,May,Bourke Street Mall (North)
1,9,19,2033,158,Thursday,Saturday,May,Bourke Street Mall (North)
1,9,20,1454,114,Thursday,Saturday,May,Bourke Street Mall (North)
1,9,21,753,48,Thursday,Saturday,May,Bourke Street Mall (North)
1,9,22,391,32,Thursday,Saturday,May,Bourke Street Mall (North)
1,9,23,127,34,Thursday,Saturday,May,Bourke Street Mall (North)
1,10,0,151,11,Friday,Sunday,May,Bourke Street Mall (North)
1,10,1,49,8,Friday,Sunday,May,Bourke Street Mall (North)
1,10,2,25,7,Friday,Sunday,May,Bourke Street Mall (North)
1,10,3,24,10,Friday,Sunday,May,Bourke Street Mall (North)
1,10,4,15,4,Friday,Sunday,May,Bourke Street Mall (North)
1,10,5,18,8,Friday,Sunday,May,Bourke Street Mall (North)
1,10,6,116,10,Friday,Sunday,May,Bourke Street Mall (North)
1,10,7,358,28,Friday,Sunday,May,Bourke Street Mall (North)
1,10,8,946,61,Friday,Sunday,May,Bourke Street Mall (North)
1,10,9,1041,183,Friday,Sunday,May,Bourke Street Mall (North)
1,10,10,1372,335,Friday,Sunday,May,Bourke Street Mall (North)
1,10,11,1905,519,Friday,Sunday,May,Bourke Street Mall (North)
1,10,12,2434,686,Friday,Sunday,May,Bourke Street Mall (North)
1,10,13,2729,980,Friday,Sunday,May,Bourke Street Mall (North)
1,10,14,2654,883,Friday,Sunday,May,Bourke Street Mall (North)
1,10,15,2887,928,Friday,Sunday,May,Bourke Street Mall (North)
1,10,16,2942,740,Friday,Sunday,May,Bourke Street Mall (North)
1,10,17,3753,382,Friday,Sunday,May,Bourke Street Mall (North)
1,10,18,3022,173,Friday,Sunday,May,Bourke Street Mall (North)
1,10,19,2150,142,Friday,Sunday,May,Bourke Street Mall (North)
1,10,20,1591,53,Friday,Sunday,May,Bourke Street Mall (North)
1,10,21,950,67,Friday,Sunday,May,Bourke Street Mall (North)
1,10,22,616,29,Friday,Sunday,May,Bourke Street Mall (North)
1,10,23,362,33,Friday,Sunday,May,Bourke Street Mall (North)
1,11,0,222,7,Saturday,Monday,May,Bourke Street Mall (North)
1,11,1,162,9,Saturday,Monday,May,Bourke Street Mall (North)
1,11,2,85,11,Saturday,Monday,May,Bourke Street Mall (North)
1,11,3,64,8,Saturday,Monday,May,Bourke Street Mall (North)
1,11,4,55,10,Saturday,Monday,May,Bourke Street Mall (North)
1,11,5,49,18,Saturday,Monday,May,Bourke Street Mall (North)
1,11,6,43,70,Saturday,Monday,May,Bourke Street Mall (North)
1,11,7,123,107,Saturday,Monday,May,Bourke Street Mall (North)
1,11,8,339,141,Saturday,Monday,May,Bourke Street Mall (North)
1,11,9,779,231,Saturday,Monday,May,Bourke Street Mall (North)
1,11,10,1579,367,Saturday,Monday,May,Bourke Street Mall (North)
1,11,11,2412,509,Saturday,Monday,May,Bourke Street Mall (North)
1,11,12,2959,653,Saturday,Monday,May,Bourke Street Mall (North)
1,11,13,3442,746,Saturday,Monday,May,Bourke Street Mall (North)
1,11,14,3386,781,Saturday,Monday,May,Bourke Street Mall (North)
1,11,15,3491,774,Saturday,Monday,May,Bourke Street Mall (North)
1,11,16,3540,713,Saturday,Monday,May,Bourke Street Mall (North)
1,11,17,3214,565,Saturday,Monday,May,Bourke Street Mall (North)
1,11,18,2781,331,Saturday,Monday,May,Bourke Street Mall (North)
1,11,19,2043,175,Saturday,Monday,May,Bourke Street Mall (North)
1,11,20,1086,93,Saturday,Monday,May,Bourke Street Mall (North)
1,11,21,685,49,Saturday,Monday,May,Bourke Street Mall (North)
1,11,22,805,37,Saturday,Monday,May,Bourke Street Mall (North)
1,11,23,369,27,Saturday,Monday,May,Bourke Street Mall (North)
1,12,0,284,17,Sunday,Tuesday,May,Bourke Street Mall (North)
1,12,1,152,5,Sunday,Tuesday,May,Bourke Street Mall (North)
1,12,2,147,10,Sunday,Tuesday,May,Bourke Street Mall (North)
1,12,3,78,3,Sunday,Tuesday,May,Bourke Street Mall (North)
1,12,4,62,14,Sunday,Tuesday,May,Bourke Street Mall (North)
1,12,5,22,18,Sunday,Tuesday,May,Bourke Street Mall (North)
1,12,6,51,93,Sunday,Tuesday,May,Bourke Street Mall (North)
1,12,7,77,136,Sunday,Tuesday,May,Bourke Street Mall (North)
1,12,8,158,155,Sunday,Tuesday,May,Bourke Street Mall (North)
1,12,9,585,321,Sunday,Tuesday,May,Bourke Street Mall (North)
1,12,10,1377,358,Sunday,Tuesday,May,Bourke Street Mall (North)
1,12,11,1906,519,Sunday,Tuesday,May,Bourke Street Mall (North)
1,12,12,2615,765,Sunday,Tuesday,May,Bourke Street Mall (North)
1,12,13,2922,913,Sunday,Tuesday,May,Bourke Street Mall (North)
1,12,14,3057,877,Sunday,Tuesday,May,Bourke Street Mall (North)
1,12,15,3120,902,Sunday,Tuesday,May,Bourke Street Mall (North)
1,12,16,3120,835,Sunday,Tuesday,May,Bourke Street Mall (North)
1,12,17,2491,698,Sunday,Tuesday,May,Bourke Street Mall (North)
1,12,18,1825,376,Sunday,Tuesday,May,Bourke Street Mall (North)
1,12,19,1054,244,Sunday,Tuesday,May,Bourke Street Mall (North)
1,12,20,647,74,Sunday,Tuesday,May,Bourke Street Mall (North)
1,12,21,418,77,Sunday,Tuesday,May,Bourke Street Mall (North)
1,12,22,251,48,Sunday,Tuesday,May,Bourke Street Mall (North)
1,12,23,141,20,Sunday,Tuesday,May,Bourke Street Mall (North)
1,13,0,62,14,Monday,Wednesday,May,Bourke Street Mall (North)
1,13,1,76,14,Monday,Wednesday,May,Bourke Street Mall (North)
1,13,2,49,13,Monday,Wednesday,May,Bourke Street Mall (North)
1,13,3,12,5,Monday,Wednesday,May,Bourke Street Mall (North)
1,13,4,7,4,Monday,Wednesday,May,Bourke Street Mall (North)
1,13,5,28,18,Monday,Wednesday,May,Bourke Street Mall (North)
1,13,6,151,63,Monday,Wednesday,May,Bourke Street Mall (North)
1,13,7,432,109,Monday,Wednesday,May,Bourke Street Mall (North)
1,13,8,953,171,Monday,Wednesday,May,Bourke Street Mall (North)
1,13,9,1023,310,Monday,Wednesday,May,Bourke Street Mall (North)
1,13,10,1312,335,Monday,Wednesday,May,Bourke Street Mall (North)
1,13,11,1884,493,Monday,Wednesday,May,Bourke Street Mall (North)
1,13,12,3193,766,Monday,Wednesday,May,Bourke Street Mall (North)
1,13,13,3439,924,Monday,Wednesday,May,Bourke Street Mall (North)
1,13,14,2712,1062,Monday,Wednesday,May,Bourke Street Mall (North)
1,13,15,2586,952,Monday,Wednesday,May,Bourke Street Mall (North)
1,13,16,2674,1011,Monday,Wednesday,May,Bourke Street Mall (North)
1,13,17,3021,794,Monday,Wednesday,May,Bourke Street Mall (North)
1,13,18,2235,399,Monday,Wednesday,May,Bourke Street Mall (North)
1,13,19,1244,225,Monday,Wednesday,May,Bourke Street Mall (North)
1,13,20,669,105,Monday,Wednesday,May,Bourke Street Mall (North)
1,13,21,412,41,Monday,Wednesday,May,Bourke Street Mall (North)
1,13,22,252,44,Monday,Wednesday,May,Bourke Street Mall (North)
1,13,23,100,23,Monday,Wednesday,May,Bourke Street Mall (North)
1,14,0,75,39,Tuesday,Thursday,May,Bourke Street Mall (North)
1,14,1,52,2,Tuesday,Thursday,May,Bourke Street Mall (North)
1,14,2,21,5,Tuesday,Thursday,May,Bourke Street Mall (North)
1,14,3,13,8,Tuesday,Thursday,May,Bourke Street Mall (North)
1,14,4,6,6,Tuesday,Thursday,May,Bourke Street Mall (North)
1,14,5,31,14,Tuesday,Thursday,May,Bourke Street Mall (North)
1,14,6,115,48,Tuesday,Thursday,May,Bourke Street Mall (North)
1,14,7,387,99,Tuesday,Thursday,May,Bourke Street Mall (North)
1,14,8,1051,168,Tuesday,Thursday,May,Bourke Street Mall (North)
1,14,9,1080,276,Tuesday,Thursday,May,Bourke Street Mall (North)
1,14,10,1329,395,Tuesday,Thursday,May,Bourke Street Mall (North)
1,14,11,1970,570,Tuesday,Thursday,May,Bourke Street Mall (North)
1,14,12,3307,862,Tuesday,Thursday,May,Bourke Street Mall (North)
1,14,13,3474,1099,Tuesday,Thursday,May,Bourke Street Mall (North)
1,14,14,2810,1015,Tuesday,Thursday,May,Bourke Street Mall (North)
1,14,15,2720,1081,Tuesday,Thursday,May,Bourke Street Mall (North)
1,14,16,2695,1083,Tuesday,Thursday,May,Bourke Street Mall (North)
1,14,17,3209,856,Tuesday,Thursday,May,Bourke Street Mall (North)
1,14,18,2123,469,Tuesday,Thursday,May,Bourke Street Mall (North)
1,14,19,1210,219,Tuesday,Thursday,May,Bourke Street Mall (North)
1,14,20,760,158,Tuesday,Thursday,May,Bourke Street Mall (North)
1,14,21,488,96,Tuesday,Thursday,May,Bourke Street Mall (North)
1,14,22,255,34,Tuesday,Thursday,May,Bourke Street Mall (North)
1,14,23,126,35,Tuesday,Thursday,May,Bourke Street Mall (North)
1,15,0,71,22,Wednesday,Friday,May,Bourke Street Mall (North)
1,15,1,40,10,Wednesday,Friday,May,Bourke Street Mall (North)
1,15,2,12,1,Wednesday,Friday,May,Bourke Street Mall (North)
1,15,3,9,7,Wednesday,Friday,May,Bourke Street Mall (North)
1,15,4,7,12,Wednesday,Friday,May,Bourke Street Mall (North)
1,15,5,44,21,Wednesday,Friday,May,Bourke Street Mall (North)
1,15,6,130,38,Wednesday,Friday,May,Bourke Street Mall (North)
1,15,7,391,101,Wednesday,Friday,May,Bourke Street Mall (North)
1,15,8,964,174,Wednesday,Friday,May,Bourke Street Mall (North)
1,15,9,934,293,Wednesday,Friday,May,Bourke Street Mall (North)
1,15,10,1401,457,Wednesday,Friday,May,Bourke Street Mall (North)
1,15,11,1958,657,Wednesday,Friday,May,Bourke Street Mall (North)
1,15,12,3105,884,Wednesday,Friday,May,Bourke Street Mall (North)
1,15,13,3417,1214,Wednesday,Friday,May,Bourke Street Mall (North)
1,15,14,2785,1192,Wednesday,Friday,May,Bourke Street Mall (North)
1,15,15,2602,1305,Wednesday,Friday,May,Bourke Street Mall (North)
1,15,16,2741,1278,Wednesday,Friday,May,Bourke Street Mall (North)
1,15,17,3321,1080,Wednesday,Friday,May,Bourke Street Mall (North)
1,15,18,2486,572,Wednesday,Friday,May,Bourke Street Mall (North)
1,15,19,1304,246,Wednesday,Friday,May,Bourke Street Mall (North)
1,15,20,822,187,Wednesday,Friday,May,Bourke Street Mall (North)
1,15,21,499,95,Wednesday,Friday,May,Bourke Street Mall (North)
1,15,22,375,53,Wednesday,Friday,May,Bourke Street Mall (North)
1,15,23,162,40,Wednesday,Friday,May,Bourke Street Mall (North)
1,16,0,70,45,Thursday,Saturday,May,Bourke Street Mall (North)
1,16,1,36,5,Thursday,Saturday,May,Bourke Street Mall (North)
1,16,2,24,7,Thursday,Saturday,May,Bourke Street Mall (North)
1,16,3,13,7,Thursday,Saturday,May,Bourke Street Mall (North)
1,16,4,11,6,Thursday,Saturday,May,Bourke Street Mall (North)
1,16,5,43,5,Thursday,Saturday,May,Bourke Street Mall (North)
1,16,6,134,26,Thursday,Saturday,May,Bourke Street Mall (North)
1,16,7,426,46,Thursday,Saturday,May,Bourke Street Mall (North)
1,16,8,963,117,Thursday,Saturday,May,Bourke Street Mall (North)
1,16,9,1014,224,Thursday,Saturday,May,Bourke Street Mall (North)
1,16,10,1238,612,Thursday,Saturday,May,Bourke Street Mall (North)
1,16,11,1936,864,Thursday,Saturday,May,Bourke Street Mall (North)
1,16,12,3312,1292,Thursday,Saturday,May,Bourke Street Mall (North)
1,16,13,3500,1490,Thursday,Saturday,May,Bourke Street Mall (North)
1,16,14,2935,1741,Thursday,Saturday,May,Bourke Street Mall (North)
1,16,15,2782,1770,Thursday,Saturday,May,Bourke Street Mall (North)
1,16,16,3001,1520,Thursday,Saturday,May,Bourke Street Mall (North)
1,16,17,3545,1042,Thursday,Saturday,May,Bourke Street Mall (North)
1,16,18,2865,401,Thursday,Saturday,May,Bourke Street Mall (North)
1,16,19,1942,217,Thursday,Saturday,May,Bourke Street Mall (North)
1,16,20,1369,122,Thursday,Saturday,May,Bourke Street Mall (North)
1,16,21,809,71,Thursday,Saturday,May,Bourke Street Mall (North)
1,16,22,397,44,Thursday,Saturday,May,Bourke Street Mall (North)
1,16,23,202,56,Thursday,Saturday,May,Bourke Street Mall (North)
1,17,0,101,19,Friday,Sunday,May,Bourke Street Mall (North)
1,17,1,80,14,Friday,Sunday,May,Bourke Street Mall (North)
1,17,2,41,5,Friday,Sunday,May,Bourke Street Mall (North)
1,17,3,46,11,Friday,Sunday,May,Bourke Street Mall (North)
1,17,4,22,7,Friday,Sunday,May,Bourke Street Mall (North)
1,17,5,21,13,Friday,Sunday,May,Bourke Street Mall (North)
1,17,6,136,9,Friday,Sunday,May,Bourke Street Mall (North)
1,17,7,359,26,Friday,Sunday,May,Bourke Street Mall (North)
